condition_id,condition_label,interface,task_mode,form_id,answer_run_id,experiment_id,trial_id,success,submit_success,question_total,non_dropdown_total,non_dropdown_correct,dropdown_total,dropdown_confirmed_correct,dropdown_unresolved,correct_lower,correct_upper,full_fill_lower,full_fill_upper,duration_s,stop_reason,failure_category,source_summary,raw_trace_events,model_action_decisions,normalized_model_actions
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,internship_app,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260727T224559742400Z,False,False,12,12,4,0,0,0,4,4,False,False,794.156,max_steps_exceeded,max_steps_exceeded,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/internship_app/run_0002/trial_20260727T224559742400Z/summary.json,842,128,11
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,job_fair,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260727T225914093366Z,False,False,9,9,5,0,0,0,5,5,False,False,636.811,max_steps_exceeded,max_steps_exceeded,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/job_fair/run_0002/trial_20260727T225914093366Z/summary.json,729,128,21
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,lab_safety,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260727T230951121583Z,True,False,8,7,7,1,1,0,8,8,True,True,189.307,filled_without_submit,,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/lab_safety/run_0002/trial_20260727T230951121583Z/summary.json,175,9,10
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,lab_visit,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260727T231300669361Z,True,False,8,8,8,0,0,0,8,8,True,True,158.682,filled_without_submit,,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/lab_visit/run_0002/trial_20260727T231300669361Z/summary.json,148,9,10
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,language_exchange,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260727T231539899052Z,False,False,9,9,5,0,0,0,5,5,False,False,271.935,done_incomplete_fill_only,done_incomplete_fill_only,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/language_exchange/run_0002/trial_20260727T231539899052Z/summary.json,256,14,13
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,library_membership,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260727T232012072788Z,True,False,7,7,7,0,0,0,7,7,True,True,140.132,filled_without_submit,,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/library_membership/run_0002/trial_20260727T232012072788Z/summary.json,132,8,9
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,meal_plan,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260727T232232398438Z,False,False,7,7,6,0,0,0,6,6,False,False,660.959,max_steps_exceeded,max_steps_exceeded,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/meal_plan/run_0002/trial_20260727T232232398438Z/summary.json,732,128,9
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,mentor_match,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260727T233333526624Z,False,False,7,7,5,0,0,0,5,5,False,False,2701.707,max_steps_exceeded,max_steps_exceeded,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/mentor_match/run_0002/trial_20260727T233333526624Z/summary.json,2548,128,129
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,newsletter_signup,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T001835478960Z,False,False,7,6,3,1,0,0,3,3,False,False,11196.65,timeout,timeout,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/newsletter_signup/run_0002/trial_20260728T001835478960Z/summary.json,292,22,23
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,office_hours,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T032512490562Z,True,False,8,7,7,1,1,0,8,8,True,True,191.814,filled_without_submit,,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/office_hours/run_0002/trial_20260728T032512490562Z/summary.json,170,10,11
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,orientation_signup,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T032825170317Z,True,False,8,8,8,0,0,0,8,8,True,True,694.341,filled_without_submit,,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/orientation_signup/run_0002/trial_20260728T032825170317Z/summary.json,749,114,15
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,paper_review,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T033959756056Z,True,False,7,6,6,1,1,0,7,7,True,True,211.536,filled_without_submit,,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/paper_review/run_0002/trial_20260728T033959756056Z/summary.json,200,11,12
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,peer_evaluation,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T034331488109Z,True,False,7,6,6,1,1,0,7,7,True,True,191.806,filled_without_submit,,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/peer_evaluation/run_0002/trial_20260728T034331488109Z/summary.json,180,10,11
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,project_update,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T034643499641Z,True,False,8,8,8,0,0,0,8,8,True,True,266.322,filled_without_submit,,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/project_update/run_0002/trial_20260728T034643499641Z/summary.json,254,15,15
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,publication_submission,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T035109986377Z,False,False,10,9,4,1,1,0,5,5,False,False,661.197,max_steps_exceeded,max_steps_exceeded,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/publication_submission/run_0002/trial_20260728T035109986377Z/summary.json,737,128,7
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,purchase_request,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T040211353870Z,False,False,10,9,3,1,1,0,4,4,False,False,723.139,max_steps_exceeded,max_steps_exceeded,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/purchase_request/run_0002/trial_20260728T040211353870Z/summary.json,780,130,10
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,remote_setup,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T041414671924Z,False,False,7,6,6,1,0,0,6,6,False,False,11237.582,timeout,timeout,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/remote_setup/run_0002/trial_20260728T041414671924Z/summary.json,341,26,26
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,research_interest,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T072132509309Z,True,False,7,7,7,0,0,0,7,7,True,True,1190.725,filled_without_submit,,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/research_interest/run_0002/trial_20260728T072132509309Z/summary.json,1179,72,58
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,room_booking,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T074123434083Z,False,False,9,9,6,0,0,0,6,6,False,False,707.724,max_steps_exceeded,max_steps_exceeded,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/room_booking/run_0002/trial_20260728T074123434083Z/summary.json,784,128,11
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,scholarship_interest,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T075311333408Z,True,False,7,6,6,1,1,0,7,7,True,True,169.95,filled_without_submit,,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/scholarship_interest/run_0002/trial_20260728T075311333408Z/summary.json,160,9,10
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,seminar_proposal,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T075601446143Z,False,False,8,8,2,0,0,0,2,2,False,False,835.054,max_steps_exceeded,max_steps_exceeded,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/seminar_proposal/run_0002/trial_20260728T075601446143Z/summary.json,897,128,18
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,software_access,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T080956668047Z,True,False,8,7,7,1,1,0,8,8,True,True,718.009,filled_without_submit,,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/software_access/run_0002/trial_20260728T080956668047Z/summary.json,790,127,12
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,sports_tournament,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T082154853942Z,False,False,9,8,5,1,0,0,5,5,False,False,845.29,max_steps_exceeded,max_steps_exceeded,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/sports_tournament/run_0002/trial_20260728T082154853942Z/summary.json,907,128,18
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,study_group_match,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T083600326762Z,False,False,7,7,6,0,0,0,6,6,False,False,2577.335,max_steps_exceeded,max_steps_exceeded,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/study_group_match/run_0002/trial_20260728T083600326762Z/summary.json,2548,128,129
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,survey_consent,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T091857865437Z,False,False,8,7,6,1,1,0,7,7,False,False,2339.967,max_steps_exceeded,max_steps_exceeded,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/survey_consent/run_0002/trial_20260728T091857865437Z/summary.json,2317,128,101
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,technical_support,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T095758056339Z,True,False,8,7,7,1,1,0,8,8,True,True,264.275,filled_without_submit,,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/technical_support/run_0002/trial_20260728T095758056339Z/summary.json,245,13,14
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,thesis_meeting,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T100222552493Z,False,False,8,7,2,1,0,0,2,2,False,False,11162.901,timeout,timeout,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/thesis_meeting/run_0002/trial_20260728T100222552493Z/summary.json,273,20,21
direct_mcp_fill_only,Direct MCP (fill-only),direct_mcp,fill_only_done,travel_reimbursement,run_0002,qwen3vl_direct_mcp_fill_only_50_r2_20260727,trial_20260728T130825648122Z,False,False,11,11,5,0,0,0,5,5,False,False,661.683,max_steps_exceeded,max_steps_exceeded,data/model_baselines/qwen3vl_direct_mcp_fill_only_50_r2_20260727/vlm_qwen3_vl_30b_a3b_instruct/travel_reimbursement/run_0002/trial_20260728T130825648122Z/summary.json,711,128,6
formfactory_style_fill_only,FormFactory-style visual (fill-only),formfactory_style_visual,fill_only_done,accessibility_feedback,run_0002,formfactory_style_qwen3vl_fill_only_50_r2_20260724,trial_20260727T141513951429Z,False,False,8,7,2,1,1,0,3,3,False,False,82.022,loop_stall_terminal,loop_stall_terminal,data/model_baselines/formfactory_style_qwen3vl_fill_only_50_r2_20260724/vlm_qwen3_vl_30b_a3b_instruct_formfactory_style/accessibility_feedback/run_0002/trial_20260727T141513951429Z/summary.json,65,10,7
formfactory_style_fill_only,FormFactory-style visual (fill-only),formfactory_style_visual,fill_only_done,alumni_checkin,run_0002,formfactory_style_qwen3vl_fill_only_50_r2_20260724,trial_20260727T141636278344Z,False,False,7,7,3,0,0,0,3,3,False,False,76.825,loop_stall_terminal,loop_stall_terminal,data/model_baselines/formfactory_style_qwen3vl_fill_only_50_r2_20260724/vlm_qwen3_vl_30b_a3b_instruct_formfactory_style/alumni_checkin/run_0002/trial_20260727T141636278344Z/summary.json,67,11,7
formfactory_style_fill_only,FormFactory-style visual (fill-only),formfactory_style_visual,fill_only_done,bug_report,run_0002,formfactory_style_qwen3vl_fill_only_50_r2_20260724,trial_20260727T141753484832Z,False,False,9,8,2,1,0,0,2,2,False,False,91.237,loop_stall_terminal,loop_stall_terminal,data/model_baselines/formfactory_style_qwen3vl_fill_only_50_r2_20260724/vlm_qwen3_vl_30b_a3b_instruct_formfactory_style/bug_report/run_0002/trial_20260727T141753484832Z/summary.json,85,12,13
formfactory_style_fill_only,FormFactory-style visual (fill-only),formfactory_style_visual,fill_only_done,club_application,run_0002,formfactory_style_qwen3vl_fill_only_50_r2_20260724,trial_20260727T141925131716Z,False,False,10,10,3,0,0,0,3,3,False,False,86.824,loop_stall_terminal,loop_stall_terminal,data/model_baselines/formfactory_style_qwen3vl_fill_only_50_r2_20260724/vlm_qwen3_vl_30b_a3b_instruct_formfactory_style/club_application/run_0002/trial_20260727T141925131716Z/summary.json,78,12,9
formfactory_style_fill_only,FormFactory-style visual (fill-only),formfactory_style_visual,fill_only_done,club_event_planning,run_0002,formfactory_style_qwen3vl_fill_only_50_r2_20260724,trial_20260727T142052417138Z,False,False,10,9,3,1,0,0,3,3,False,False,74.377,loop_stall_terminal,loop_stall_terminal,data/model_baselines/formfactory_style_qwen3vl_fill_only_50_r2_20260724/vlm_qwen3_vl_30b_a3b_instruct_formfactory_style/club_event_planning/run_0002/trial_20260727T142052417138Z/summary.json,66,10,7
formfactory_style_fill_only,FormFactory-style visual (fill-only),formfactory_style_visual,fill_only_done,conf_interest,run_0002,formfactory_style_qwen3vl_fill_only_50_r2_20260724,trial_20260727T142207139003Z,False,False,7,7,3,0,0,0,3,3,False,False,72.669,loop_stall_terminal,loop_stall_terminal,data/model_baselines/formfactory_style_qwen3vl_fill_only_50_r2_20260724/vlm_qwen3_vl_30b_a3b_instruct_formfactory_style/conf_interest/run_0002/trial_20260727T142207139003Z/summary.json,63,10,7
formfactory_style_fill_only,FormFactory-style visual (fill-only),formfactory_style_visual,fill_only_done,conference_travel,run_0002,formfactory_style_qwen3vl_fill_only_50_r2_20260724,trial_20260727T142320072866Z,False,False,10,9,3,1,0,0,3,3,False,False,73.509,loop_stall_terminal,loop_stall_terminal,data/model_baselines/formfactory_style_qwen3vl_fill_only_50_r2_20260724/vlm_qwen3_vl_30b_a3b_instruct_formfactory_style/conference_travel/run_0002/trial_20260727T142320072866Z/summary.json,66,10,7
formfactory_style_fill_only,FormFactory-style visual (fill-only),formfactory_style_visual,fill_only_done,course_enrollment,run_0002,formfactory_style_qwen3vl_fill_only_50_r2_20260724,trial_20260727T142433839929Z,False,False,8,7,3,1,0,0,3,3,False,False,73.044,loop_stall_terminal,loop_stall_terminal,data/model_baselines/formfactory_style_qwen3vl_fill_only_50_r2_20260724/vlm_qwen3_vl_30b_a3b_instruct_formfactory_style/course_enrollment/run_0002/trial_20260727T142433839929Z/summary.json,64,10,7
formfactory_style_fill_only,FormFactory-style visual (fill-only),formfactory_style_visual,fill_only_done,course_feedback,run_0002,formfactory_style_qwen3vl_fill_only_50_r2_20260724,trial_20260727T142547150658Z,False,False,9,9,2,0,0,0,2,2,False,False,64.022,loop_stall_terminal,loop_stall_terminal,data/model_baselines/formfactory_style_qwen3vl_fill_only_50_r2_20260724/vlm_qwen3_vl_30b_a3b_instruct_formfactory_style/course_feedback/run_0002/trial_20260727T142547150658Z/summary.json,55,8,5
formfactory_style_fill_only,FormFactory-style visual (fill-only),formfactory_style_visual,fill_only_done,data_annotation,run_0002,formfactory_style_qwen3vl_fill_only_50_r2_20260724,trial_20260727T142651501062Z,False,False,9,8,3,1,0,0,3,3,False,False,66.798,loop_stall_terminal,loop_stall_terminal,data/model_baselines/formfactory_style_qwen3vl_fill_only_50_r2_20260724/vlm_qwen3_vl_30b_a3b_instruct_formfactory_style/data_annotation/run_0002/trial_20260727T142651501062Z/summary.json,60,9,6
formfactory_style_fill_only,FormFactory-style visual (fill-only),formfactory_style_visual,fill_only_done,dataset_request,run_0002,formfactory_style_qwen3vl_fill_only_50_r2_20260724,trial_20260727T142758570164Z,False,False,9,8,3,1,0,0,3,3,False,False,71.548,loop_stall_terminal,loop_stall_terminal,data/model_baselines/formfactory_style_qwen3vl_fill_only_50_r2_20260724/vlm_qwen3_vl_30b_a3b_instruct_formfactory_style/dataset_request/run_0002/trial_20260727T142758570164Z/summary.json,65,10,7
formfactory_style_fill_only,FormFactory-style visual (fill-only),formfactory_style_visual,fill_only_done,equipment_checkout,run_0002,formfactory_style_qwen3vl_fill_only_50_r2_20260724,trial_20260727T142910389381Z,False,False,9,8,3,1,0,0,3,3,False,False,70.757,loop_stall_terminal,loop_stall_terminal,data/model_baselines/formfactory_style_qwen3vl_fill_only_50_r2_20260724/vlm_qwen3_vl_30b_a3b_instruct_formfactory_style/equipment_checkout/run_0002/trial_20260727T142910389381Z/summary.json,65,10,7
